scientificName,animal,Movement,migratory,migratory.nomadic,populationTrend,decline,EOO,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere5,Hemisphere,Flyway
Apteryx rowi,Apteryx_australis,Not a Migrant,0,0,Increasing,0,428,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Apus acuticauda,Apus_acuticauda,Full Migrant,1,1,Stable,0,290000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Apus apus,Apus_apus,Full Migrant,1,1,Decreasing,1,39800000,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,3,6
Apus balstoni,Apus_balstoni,Not a Migrant,0,0,Decreasing,1,928000,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,3,2,2
Apus barbatus,Apus_barbatus,Full Migrant,1,1,Decreasing,1,15200000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,2
Apus batesi,Apus_batesi,Not a Migrant,0,0,Decreasing,1,1130000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,2
Apus berliozi,Apus_berliozi,Full Migrant,1,1,Stable,0,1410000,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,4,3,6
Apus bradfieldi,Apus_bradfieldi,Not a Migrant,0,0,Stable,0,1300000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,2,2
Apus caffer,Apus_caffer,Full Migrant,1,1,Increasing,0,33500000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,4,3,2
Apus horus,Apus_horus,Not a Migrant,0,0,Increasing,0,14000000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,3,2,2
Apus niansae,Apus_niansae,Full Migrant,1,1,Stable,0,2140000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,3,2,2
Apus nipalensis,Apus_nipalensis,Not a Migrant,0,0,Increasing,0,20700000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,5,3,4
Apus pacificus,Apus_pacificus,Full Migrant,1,1,Stable,0,27400000,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,5,3,6
Apus pallidus,Apus_pallidus,Full Migrant,1,1,Stable,0,18600000,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,5,3,6
Aquila adalberti,Aquila_adalberti,Not a Migrant,0,0,Increasing,0,282000,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,2
Aquila africana,Aquila_africanus,Not a Migrant,0,0,Decreasing,1,5430000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Aquila chrysaetos,Aquila_chrysaetos,Full Migrant,1,1,Stable,0,140000000,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,5,3,7
Aquila fasciata,Aquila_fasciatus,Not a Migrant,0,0,Stable,0,38400000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,5,3,6
Aquila gurneyi,Aquila_gurneyi,Not a Migrant,0,0,Decreasing,1,1690000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aquila heliaca,Aquila_heliaca,Full Migrant,1,1,Decreasing,1,14900000,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2,1,6
Aquila nipalensis,Aquila_nipalensis,Full Migrant,1,1,Decreasing,1,12600000,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,2,1,6
Aquila rapax,Aquila_rapax,Nomadic,0,1,Decreasing,1,52700000,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,5,3,6
Aquila spilogaster,Hieraaetus_spilogaster,Not a Migrant,0,0,Decreasing,1,23400000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,5,3,2
Aquila verreauxii,Aquila_verreauxii,Not a Migrant,0,0,Stable,0,21600000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,5,3,2
Ara ambiguus,Ara_ambiguus,Not a Migrant,0,0,Decreasing,1,1100000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Ara ararauna,Ara_ararauna,Not a Migrant,0,0,Decreasing,1,10300000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Ara chloropterus,Ara_chloropterus,Not a Migrant,0,0,Decreasing,1,10500000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Ara glaucogularis,Ara_glaucogularis,Not a Migrant,0,0,Stable,0,50800,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,1
Ara macao,Ara_macao,Not a Migrant,0,0,Decreasing,1,10200000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Ara militaris,Ara_militaris,Altitudinal Migrant,0,1,Decreasing,1,10300000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,1
Ara rubrogenys,Ara_rubrogenys,Not a Migrant,0,0,Decreasing,1,27400,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Ara severus,Ara_severus,Not a Migrant,0,0,Decreasing,1,8540000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arachnothera affinis,Arachnothera_affinis,Not a Migrant,0,0,Decreasing,1,1520000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arachnothera chrysogenys,Arachnothera_chrysogenys,Not a Migrant,0,0,Decreasing,1,4150000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Arachnothera clarae,Arachnothera_clarae,Not a Migrant,0,0,Stable,0,602000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Arachnothera crassirostris,Arachnothera_crassirostris,Not a Migrant,0,0,Decreasing,1,3340000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Arachnothera dilutior,Arachnothera_longirostra,Not a Migrant,0,0,Decreasing,1,32600,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Arachnothera flammifera,Arachnothera_longirostra,Not a Migrant,0,0,Stable,0,267000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Arachnothera flavigaster,Arachnothera_flavigaster,Not a Migrant,0,0,Decreasing,1,3530000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arachnothera hypogrammica,Hypogramma_hypogrammicum,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Arachnothera juliae,Arachnothera_juliae,Not a Migrant,0,0,Decreasing,1,86500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arachnothera longirostra,Arachnothera_longirostra,Not a Migrant,0,0,Decreasing,1,12200000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,5,3,4
Arachnothera magna,Arachnothera_magna,Not a Migrant,0,0,Decreasing,1,4560000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,5,3,4
Arachnothera modesta,Arachnothera_affinis,Not a Migrant,0,0,Decreasing,1,3480000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Arachnothera robusta,Arachnothera_robusta,Not a Migrant,0,0,Decreasing,1,3530000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Aramides albiventris,Aramides_cajanea,Not a Migrant,0,0,Decreasing,1,1560000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Aramides axillaris,Aramides_axillaris,Not a Migrant,0,0,Decreasing,1,9670000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Aramides cajaneus,Aramides_cajanea,Not a Migrant,0,0,Stable,0,16900000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Aramides saracura,Aramides_saracura,Not a Migrant,0,0,Decreasing,1,1380000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Aramides wolfi,Aramides_wolfi,Not a Migrant,0,0,Decreasing,1,234000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Aramides ypecaha,Aramides_ypecaha,Not a Migrant,0,0,Stable,0,4210000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1
Aramidopsis plateni,Aramidopsis_plateni,Not a Migrant,0,0,Decreasing,1,301000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aramus guarauna,Aramus_guarauna,Full Migrant,1,1,Stable,0,24600000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,5,3,1
Aratinga auricapillus,Aratinga_auricapillus,Not a Migrant,0,0,Decreasing,1,1370000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Aratinga jandaya,Aratinga_jandaya,Not a Migrant,0,0,Increasing,0,1910000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Aratinga maculata,Aratinga_solstitialis,Nomadic,0,1,Decreasing,1,159000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Aratinga nenday,Nandayus_nenday,Not a Migrant,0,0,Increasing,0,368000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Aratinga solstitialis,Aratinga_solstitialis,Nomadic,0,1,Decreasing,1,35400,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Aratinga weddellii,Aratinga_weddellii,Not a Migrant,0,0,Decreasing,1,2960000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arborophila ardens,Arborophila_ardens,Not a Migrant,0,0,Decreasing,1,11700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila atrogularis,Arborophila_atrogularis,Not a Migrant,0,0,Decreasing,1,350000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,3,2,4
Arborophila brunneopectus,Arborophila_brunneopectus,Not a Migrant,0,0,Decreasing,1,964000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila cambodiana,Arborophila_cambodiana,Not a Migrant,0,0,Decreasing,1,18200,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila campbelli,Arborophila_campbelli,Not a Migrant,0,0,Decreasing,1,42100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila charltonii,Arborophila_charltonii,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila chloropus,Arborophila_chloropus,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila crudigularis,Arborophila_crudigularis,Not a Migrant,0,0,Stable,0,25000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila davidi,Arborophila_davidi,Not a Migrant,0,0,Decreasing,1,10100,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Arborophila gingica,Arborophila_gingica,Not a Migrant,0,0,Decreasing,1,518000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Arborophila graydoni,Arborophila_charltonii,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila hyperythra,Arborophila_hyperythra,Not a Migrant,0,0,Decreasing,1,382000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila javanica,Arborophila_javanica,Not a Migrant,0,0,Decreasing,1,53600,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila mandellii,Arborophila_mandellii,Not a Migrant,0,0,Decreasing,1,227000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Arborophila orientalis,Arborophila_orientalis,Not a Migrant,0,0,Decreasing,1,5000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila rolli,Arborophila_rolli,Not a Migrant,0,0,Decreasing,1,63700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila rubrirostris,Arborophila_rubrirostris,Not a Migrant,0,0,Decreasing,1,192000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Arborophila rufipectus,Arborophila_rufipectus,Not a Migrant,0,0,Decreasing,1,15550,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,4
Arborophila rufogularis,Arborophila_rufogularis,Not a Migrant,0,0,Decreasing,1,3480000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Arborophila sumatrana,Arborophila_sumatrana,Not a Migrant,0,0,Decreasing,1,85200,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila tonkinensis,Arborophila_charltonii,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arborophila torqueola,Arborophila_torqueola,Not a Migrant,0,0,Stable,0,1860000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Arcanator orostruthus,Modulatrix_orostruthus,Not a Migrant,0,0,Decreasing,1,280200,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Archboldia papuensis,Archboldia_papuensis,Not a Migrant,0,0,Stable,0,146000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Archilochus alexandri,Archilochus_alexandri,Full Migrant,1,1,Increasing,0,3890000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1
Archilochus colubris,Archilochus_colubris,Full Migrant,1,1,Increasing,0,9860000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3,1
Ardea alba,Casmerodius_albus,Full Migrant,1,1,Stable,0,368000000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,5,3,7
Ardea brachyrhyncha,Mesophoyx_intermedia,Not a Migrant,0,0,Increasing,0,25500000,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,5,3,2
Ardea cocoi,Ardea_cocoi,Full Migrant,1,1,Stable,0,20600000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Ardea goliath,Ardea_goliath,Full Migrant,1,1,Stable,0,30800000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,5,3,6
Ardea herodias,Ardea_herodias,Full Migrant,1,1,Increasing,0,14500000,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,5,3,5
Ardea humbloti,Ardea_humbloti,Not a Migrant,0,0,Decreasing,1,660000,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,3,2,2
Ardea insignis,Ardea_insignis,Not a Migrant,0,0,Decreasing,1,165000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,5,3,4
Ardea intermedia,Mesophoyx_intermedia,Full Migrant,1,1,Decreasing,1,30300000,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,5,3,4
Ardea melanocephala,Ardea_melanocephala,Full Migrant,1,1,Decreasing,1,26000000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,5,3,2
Ardea pacifica,Ardea_pacifica,Nomadic,0,1,Stable,0,9380000,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,3,2,4
Ardea purpurea,Ardea_purpurea,Full Migrant,1,1,Decreasing,1,131000000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,5,3,6
Ardea sumatrana,Ardea_sumatrana,Not a Migrant,0,0,Decreasing,1,16200000,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,3,2,4
Ardeola bacchus,Ardeola_bacchus,Full Migrant,1,1,Stable,0,9030000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,5,3,4
Ardeola idae,Ardeola_idae,Full Migrant,1,1,Decreasing,1,1050000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,2
Ardeola rufiventris,Ardeola_rufiventris,Not a Migrant,0,0,Increasing,0,8070000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,3,2,2
Ardeotis arabs,Ardeotis_arabs,Not a Migrant,0,0,Decreasing,1,8680000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,5,3,2
Ardeotis australis,Ardeotis_australis,Not a Migrant,0,0,Decreasing,1,9080000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,3,2,4
Ardeotis kori,Ardeotis_kori,Not a Migrant,0,0,Decreasing,1,8800000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3,2,2
Ardeotis nigriceps,Ardeotis_nigriceps,Not a Migrant,0,0,Decreasing,1,12500000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,2,4
Arenaria interpres,Arenaria_interpres,Full Migrant,1,1,Decreasing,1,17000000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,2,1,7
Arenaria melanocephala,Arenaria_melanocephala,Full Migrant,1,1,Stable,0,636000,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,2,1,5
Argusianus argus,Argusianus_argus,Not a Migrant,0,0,Decreasing,1,3430000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Argya altirostris,Turdoides_altirostris,Not a Migrant,0,0,Decreasing,1,369000,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,6
Argya aylmeri,Turdoides_aylmeri,Not a Migrant,0,0,Stable,0,1890000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,3,2,2
Argya caudata,Turdoides_caudata,Not a Migrant,0,0,Stable,0,6940000,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,5,3,4
Argya earlei,Turdoides_earlei,Not a Migrant,0,0,Decreasing,1,3600000,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,5,3,4
Argya fulva,Turdoides_fulva,Not a Migrant,0,0,Stable,0,10800000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,5,3,2
Argya malcolmi,Turdoides_malcolmi,Not a Migrant,0,0,Stable,0,2320000,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,3,2,4
Argya rubiginosa,Turdoides_rubiginosa,Not a Migrant,0,0,Stable,0,2960000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,3,2,2
Argya squamiceps,Turdoides_squamiceps,Not a Migrant,0,0,Increasing,0,3300000,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,5,3,6
Arizelocichla chlorigula,Andropadus_nigriceps,Altitudinal Migrant,0,1,Decreasing,1,86100,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla fusciceps,Andropadus_nigriceps,Altitudinal Migrant,0,1,Decreasing,1,230000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla masukuensis,Andropadus_masukuensis,Altitudinal Migrant,0,1,Decreasing,1,1100000,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Arizelocichla milanjensis,Andropadus_milanjensis,Altitudinal Migrant,0,1,Decreasing,1,73400,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla montana,Andropadus_montanus,Altitudinal Migrant,0,1,Decreasing,1,86800,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla nigriceps,Andropadus_nigriceps,Altitudinal Migrant,0,1,Decreasing,1,768000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla striifacies,Andropadus_milanjensis,Altitudinal Migrant,0,1,Decreasing,1,643000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arizelocichla tephrolaema,Andropadus_tephrolaemus,Not a Migrant,0,0,Decreasing,1,91700,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Arremon abeillei,Arremon_abeillei,Not a Migrant,0,0,Stable,0,102000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon assimilis,Arremon_torquatus,Not a Migrant,0,0,Decreasing,1,2330000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon atricapillus,Arremon_torquatus,Not a Migrant,0,0,Decreasing,1,305000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon aurantiirostris,Arremon_aurantiirostris,Not a Migrant,0,0,Decreasing,1,3290000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Arremon axillaris,Arremon_taciturnus,Not a Migrant,0,0,Decreasing,1,155000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon basilicus,Arremon_torquatus,Not a Migrant,0,0,Stable,0,8200,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon brunneinucha,Arremon_brunneinucha,Not a Migrant,0,0,Decreasing,1,6900000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,3,1
Arremon castaneiceps,Arremon_castaneiceps,Not a Migrant,0,0,Decreasing,1,1190000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon crassirostris,Arremon_crassirostris,Not a Migrant,0,0,Decreasing,1,80300,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Arremon dorbignii,Arremon_flavirostris,Not a Migrant,0,0,Stable,0,588000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Arremon flavirostris,Arremon_flavirostris,Not a Migrant,0,0,Stable,0,2500000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Arremon franciscanus,Arremon_franciscanus,Not a Migrant,0,0,Decreasing,1,75000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1
Arremon nigriceps,Arremon_abeillei,Not a Migrant,0,0,Decreasing,1,17500,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon perijanus,Arremon_torquatus,Not a Migrant,0,0,Stable,0,7100,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon phaeopleurus,Arremon_torquatus,Not a Migrant,0,0,Stable,0,10500,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon phygas,Arremon_torquatus,Not a Migrant,0,0,Decreasing,1,7060,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon schlegeli,Arremon_schlegeli,Not a Migrant,0,0,Decreasing,1,381000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Arremon semitorquatus,Arremon_semitorquatus,Not a Migrant,0,0,Decreasing,1,472000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon taciturnus,Arremon_taciturnus,Not a Migrant,0,0,Decreasing,1,9910000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Arremon torquatus,Arremon_torquatus,Not a Migrant,0,0,Decreasing,1,333000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Arremon virenticeps,Arremon_virenticeps,Not a Migrant,0,0,Decreasing,1,267000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,1
Arremonops chloronotus,Arremonops_chloronotus,Not a Migrant,0,0,Decreasing,1,395000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Arremonops conirostris,Arremonops_conirostris,Not a Migrant,0,0,Stable,0,3990000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Arremonops rufivirgatus,Arremonops_rufivirgatus,Not a Migrant,0,0,Stable,0,2850000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3,1
Arremonops tocuyensis,Arremonops_tocuyensis,Not a Migrant,0,0,Decreasing,1,103000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Arses insularis,Arses_insularis,Not a Migrant,0,0,Decreasing,1,235000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Arses kaupi,Arses_kaupi,Not a Migrant,0,0,Stable,0,38700,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,2,4
Arses lorealis,Arses_telescophthalmus,Not a Migrant,0,0,Decreasing,1,82700,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Arses telescopthalmus,Arses_telescophthalmus,Not a Migrant,0,0,Stable,0,1260000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Artamella viridis,Artamella_viridis,Not a Migrant,0,0,Decreasing,1,689000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Artamus cinereus,Artamus_cinereus,Full Migrant,1,1,Increasing,0,10500000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Artamus cyanopterus,Artamus_cyanopterus,Full Migrant,1,1,Decreasing,1,7450000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,2,4
Artamus fuscus,Artamus_fuscus,Full Migrant,1,1,Stable,0,9310000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,5,3,4
Artamus insignis,Artamus_insignis,Not a Migrant,0,0,Stable,0,128000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Artamus leucoryn,Artamus_leucorynchus,Full Migrant,1,1,Stable,0,30100000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,3,2,4
Artamus maximus,Artamus_maximus,Not a Migrant,0,0,Stable,0,681000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Artamus minor,Artamus_minor,Full Migrant,1,1,Stable,0,7980000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,2,4
Artamus monachus,Artamus_monachus,Not a Migrant,0,0,Stable,0,526000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Artamus personatus,Artamus_personatus,Full Migrant,1,1,Stable,0,9380000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
